Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3231,5006632247,Vikingsmcb576 (3/5),0,93.13999,DST Texans  FLEX Oronde Gadsden II QB Aaron Rodgers RB Jahmyr Gibbs RB Michael Carter TE Pat Freiermuth WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
3231,5008167668,MVPetersonAD28 (1/5),0,93.13999,DST Chiefs  FLEX DK Metcalf QB Aaron Rodgers RB Michael Carter RB Kenneth Gainwell TE Travis Kelce WR Amon-Ra St. Brown WR Jameson Williams WR Mike Evans,,,
3233,5007384942,HouseRed (3/5),0,93.1,DST Jets  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Breece Hall TE Evan Engram WR Amon-Ra St. Brown WR Mike Evans WR Tetairoa McMillan,,,
3234,5001599166,Rusty_P11 (2/2),0,93,DST Texans  FLEX Drake London QB Gardner Minshew II RB James Cook III RB Michael Carter TE Travis Kelce WR Jameson Williams WR Tetairoa McMillan WR Xavier Worthy,,,
3235,5004977030,tronburger (4/5),0,92.98,DST Falcons  FLEX Amon-Ra St. Brown QB Bo Nix RB Tony Pollard RB Aaron Jones Sr. TE Travis Kelce WR Nico Collins WR Courtland Sutton WR Darius Slayton,,,
3236,5006676257,bacraig1986 (2/5),0,92.899994,DST Texans  FLEX Harold Fannin Jr. QB Gardner Minshew II RB James Cook III RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3236,5006996250,harrage24 (5/5),0,92.899994,DST Texans  FLEX Harold Fannin Jr. QB Gardner Minshew II RB James Cook III RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3238,5004920500,dq34 (4/5),0,92.79999,DST Jets  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB Bijan Robinson RB RJ Harvey TE Travis Kelce WR Michael Wilson WR Xavier Worthy WR Hollywood Brown,,,
3238,5007778708,TBrook3452 (2/5),0,92.79999,DST Texans  FLEX Jahmyr Gibbs QB Gardner Minshew II RB James Cook III RB Bucky Irving TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Hollywood Brown,,,
3240,5006381301,dean78904 (4/5),0,92.619995,DST Bengals  FLEX Bijan Robinson QB Jacoby Brissett RB Michael Carter RB Audric Estime TE Trey McBride WR Jameson Williams WR Adonai Mitchell WR Xavier Worthy,,,
3240,5007782948,TheHurrikaine (2/3),0,92.619995,DST Chiefs  FLEX Courtland Sutton QB Jaxson Dart RB Bijan Robinson RB Travis Etienne Jr. TE Dawson Knox WR Michael Wilson WR Wan'Dale Robinson WR JuJu Smith-Schuster,,,
3240,5008151894,odawg2121 (3/5),0,92.619995,DST Bengals  FLEX Marvin Harrison Jr. QB Jacoby Brissett RB Jahmyr Gibbs RB Omarion Hampton TE Trey McBride WR Mike Evans WR Adonai Mitchell WR Hollywood Brown,,,
3240,5006913459,TheManTheMyth97 (5/5),0,92.61999,DST Browns  FLEX Darnell Washington QB Jacoby Brissett RB Bijan Robinson RB Tony Pollard TE Trey McBride WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3244,5002904794,CARTERCOLLIN1 (4/5),0,92.6,DST Chargers  FLEX Darren Waller QB Baker Mayfield RB De'Von Achane RB Bijan Robinson TE Cade Otton WR Amon-Ra St. Brown WR Emeka Egbuka WR JuJu Smith-Schuster,,,
3244,5008191409,cooperdog07 (3/3),0,92.59999,DST Jets  FLEX Xavier Worthy QB Gardner Minshew II RB Bijan Robinson RB James Cook III TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Jayden Higgins,,,
3246,5006632246,Vikingsmcb576 (2/5),0,92.51999,DST Dolphins  FLEX Kyle Pitts Sr. QB Jacoby Brissett RB Kenneth Gainwell RB Audric Estime TE Trey McBride WR Drake London WR Michael Wilson WR DK Metcalf,,,
3246,5008012947,OKEvertonian (2/3),0,92.51999,DST Vikings  FLEX Bijan Robinson QB Jacoby Brissett RB Javonte Williams RB Michael Carter TE Darren Waller WR Amon-Ra St. Brown WR DK Metcalf WR Jayden Higgins,,,
3248,5007752684,haylss.y (3/5),0,92.49999,DST Raiders  FLEX Jahmyr Gibbs QB Gardner Minshew II RB De'Von Achane RB Michael Carter TE Travis Kelce WR Justin Jefferson WR Courtland Sutton WR Xavier Worthy,,,
3248,5007814050,AltonBurns,0,92.49999,DST Saints  FLEX Mike Evans QB Gardner Minshew II RB James Cook III RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR Xavier Worthy WR Hollywood Brown,,,
3250,5006679853,haggs11 (4/5),0,92.399994,DST Bengals  FLEX Jalen Coker QB Baker Mayfield RB Bijan Robinson RB Michael Carter TE Travis Kelce WR Amon-Ra St. Brown WR Mike Evans WR Jalen McMillan,,,
3251,5007220315,Gwizzle612 (1/3),0,92.299995,DST Vikings  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Jalen Coker WR Xavier Worthy WR Hollywood Brown,,,
3252,5006813257,2stupiddogs (2/5),0,92.22,DST Bills  FLEX Trey McBride QB Jacoby Brissett RB Javonte Williams RB Aaron Jones Sr. TE Harold Fannin Jr. WR Jameson Williams WR Jakobi Meyers WR DK Metcalf,,,
3253,5001714425,neiltho (5/5),0,92.2,DST Jets  FLEX Trey McBride QB Gardner Minshew II RB Jahmyr Gibbs RB Jawhar Jordan TE Kyle Pitts Sr. WR Nico Collins WR Troy Franklin WR Xavier Worthy,,,
3253,5007655101,rzombie44 (3/5),0,92.2,DST Bills  FLEX Michael Carter QB Quinn Ewers RB De'Von Achane RB Bucky Irving TE Darren Waller WR Ja'Marr Chase WR Jakobi Meyers WR Hollywood Brown,,,
3253,5006813543,giraff2k (5/5),0,92.19999,DST Chargers  FLEX Omarion Hampton QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Travis Kelce WR Mike Evans WR Jalen Coker WR Xavier Worthy,,,
3256,5006550330,mwear,0,92.1,DST Texans  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Quinshon Judkins TE Trey McBride WR Courtland Sutton WR Xavier Worthy WR Hollywood Brown,,,
3256,5007231740,alexk14,0,92.1,DST Falcons  FLEX Jahmyr Gibbs QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Oronde Gadsden II WR Adonai Mitchell WR Xavier Worthy WR David Sills V,,,
3256,5008194715,swashington (2/2),0,92.09999,DST Steelers  FLEX Oronde Gadsden II QB Josh Allen RB Ashton Jeanty RB Michael Carter TE Dalton Kincaid WR Ja'Marr Chase WR Drake London WR Jakobi Meyers,,,
3259,5008210027,tyler2121 (1/3),0,92.07999,DST Browns  FLEX Trey McBride QB Kirk Cousins RB Bijan Robinson RB Bucky Irving TE Travis Kelce WR Michael Wilson WR Jalen Coker WR Darnell Mooney,,,
3260,5006935078,capri (3/5),0,91.899994,DST Vikings  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Adonai Mitchell WR Xavier Worthy WR Hollywood Brown,,,
3260,5007402376,BDholla89 (3/5),0,91.899994,DST Bills  FLEX Jahmyr Gibbs QB Gardner Minshew II RB James Cook III RB Bucky Irving TE Travis Kelce WR DK Metcalf WR Adonai Mitchell WR Xavier Worthy,,,
3262,5006895529,Cullenrob09 (2/5),0,91.88,DST Raiders  FLEX Amon-Ra St. Brown QB Kirk Cousins RB Bijan Robinson RB Michael Carter TE Trey McBride WR Justin Jefferson WR Darnell Mooney WR Dylan Drummond,,,
3263,5004538782,kk1118 (1/3),0,91.86,DST Bengals  FLEX Oronde Gadsden II QB Dak Prescott RB Bucky Irving RB Breece Hall TE Jake Ferguson WR CeeDee Lamb WR Ladd McConkey WR Tetairoa McMillan,,,
3264,5005941458,bmsyl2 (1/5),0,91.81999,DST Bills  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Javonte Williams TE Kyle Pitts Sr. WR Marvin Harrison Jr. WR Xavier Worthy WR Pat Bryant,,,
3265,5001646465,noodles1287,0,91.78,DST Texans  FLEX Jalen Coker QB C.J. Stroud RB Tony Pollard RB Michael Carter TE Dawson Knox WR Amon-Ra St. Brown WR Nico Collins WR Courtland Sutton,,,
3266,5007431045,megabyteronnie (1/5),0,91.71999,DST Jets  FLEX Michael Carter QB Jacoby Brissett RB De'Von Achane RB Aaron Jones Sr. TE Trey McBride WR Tetairoa McMillan WR DK Metcalf WR Xavier Worthy,,,
3267,5005829390,zarne (5/5),0,91.7,DST Texans  FLEX Darren Waller QB Gardner Minshew II RB De'Von Achane RB James Cook III TE Travis Kelce WR Nico Collins WR Adonai Mitchell WR Xavier Worthy,,,
3267,5007308069,brianherold22 (1/5),0,91.7,DST Vikings  FLEX Jahmyr Gibbs QB Gardner Minshew II RB Bijan Robinson RB Bucky Irving TE Travis Kelce WR Jordan Addison WR Adonai Mitchell WR Xavier Worthy,,,
3267,5001638647,charlierunkle (1/5),0,91.69999,DST Vikings  FLEX Pat Bryant QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Amon-Ra St. Brown WR Xavier Worthy WR Hollywood Brown,,,
3270,5008201674,shadydoz (2/5),0,91.63999,DST Chargers  FLEX Jahmyr Gibbs QB Aaron Rodgers RB De'Von Achane RB Michael Carter TE Evan Engram WR Amon-Ra St. Brown WR DK Metcalf WR Marquez Valdes-Scantling,,,
3271,5006610978,okcorral1881 (1/5),0,91.62,DST Texans  FLEX Tre' Harris QB Jacoby Brissett RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Drake London WR Courtland Sutton WR Marvin Harrison Jr.,,,
3271,5005028807,jnail (3/4),0,91.619995,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Aaron Jones Sr. TE Travis Kelce WR Jakobi Meyers WR DK Metcalf WR Darius Slayton,,,
3271,5007498363,CoolHandDuke (2/3),0,91.619995,DST Giants  FLEX Darren Waller QB Jacoby Brissett RB Tyrone Tracy Jr. RB Audric Estime TE Trey McBride WR Nico Collins WR Drake London WR Tetairoa McMillan,,,
3274,5008070391,Sly267 (3/5),0,91.579994,DST Broncos  FLEX Jayden Higgins QB C.J. Stroud RB Jahmyr Gibbs RB Bucky Irving TE Dalton Schultz WR Nico Collins WR Michael Wilson WR Marvin Mims Jr.,,,
3274,5007662834,aejones (4/4),0,91.57999,DST Bills  FLEX Dalton Schultz QB C.J. Stroud RB James Cook III RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Jayden Higgins,,,
3276,5004941716,mort1244,0,91.55999,DST Vikings  FLEX DK Metcalf QB Jared Goff RB Bucky Irving RB Quinshon Judkins TE T.J. Hockenson WR Amon-Ra St. Brown WR Nico Collins WR Hollywood Brown,,,
3277,5001883821,bpr89 (5/5),0,91.5,DST Texans  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB RJ Harvey RB Michael Carter TE Travis Kelce WR Mike Evans WR Tetairoa McMillan WR Xavier Worthy,,,
3278,5007596573,mike1525 (2/3),0,91.479996,DST Dolphins  FLEX Harold Fannin Jr. QB C.J. Stroud RB Jahmyr Gibbs RB Omarion Hampton TE T.J. Hockenson WR Amon-Ra St. Brown WR Nico Collins WR Jayden Higgins,,,
3279,5007558647,mike030941 (5/5),0,91.46,DST Lions  FLEX Samaje Perine QB Joe Burrow RB David Montgomery RB Chuba Hubbard TE Darren Waller WR CeeDee Lamb WR Tee Higgins WR Wan'Dale Robinson,,,
3280,5006735536,donth8 (2/5),0,91.42,DST Jets  FLEX DK Metcalf QB Jaxson Dart RB Bijan Robinson RB Jahmyr Gibbs TE Trey McBride WR Jalen Coker WR Darius Slayton WR Tre' Harris,,,
3280,5007914158,nepats1345,0,91.41999,DST Texans  FLEX DK Metcalf QB Jacoby Brissett RB Jahmyr Gibbs RB Michael Carter TE T.J. Hockenson WR Nico Collins WR Mike Evans WR Xavier Worthy,,,
3282,5008220037,tyler2121 (3/3),0,91.399994,DST Browns  FLEX David Montgomery QB Baker Mayfield RB Bijan Robinson RB Bucky Irving TE Trey McBride WR Mike Evans WR Jalen Coker WR Adam Thielen,,,
3283,5007852520,lamexico317,0,91.38,DST Browns  FLEX Drake London QB C.J. Stroud RB Bucky Irving RB Kenneth Gainwell TE Dalton Schultz WR Nico Collins WR Justin Jefferson WR Marvin Harrison Jr.,,,
3284,5007403846,Rjburba (4/5),0,91.21999,DST Jets  FLEX DK Metcalf QB Jacoby Brissett RB Jahmyr Gibbs RB Aaron Jones Sr. TE Trey McBride WR Michael Wilson WR Adonai Mitchell WR Xavier Worthy,,,
3284,5007496781,dylantumlin22 (5/5),0,91.219986,DST Browns  FLEX Bucky Irving QB Jacoby Brissett RB Bijan Robinson RB Audric Estime TE Trey McBride WR Michael Wilson WR Xavier Worthy WR Mason Tipton,,,
3286,5007834456,zzzzzztop,0,91.200005,DST Texans  FLEX Keenan Allen QB Josh Allen RB James Cook III RB Rico Dowdle TE Dalton Kincaid WR DK Metcalf WR Troy Franklin WR Khalil Shakir,,,
3287,5001924153,RoyalBigHead (2/5),0,91.119995,DST Jets  FLEX Breece Hall QB J.J. McCarthy RB De'Von Achane RB Jahmyr Gibbs TE T.J. Hockenson WR Justin Jefferson WR DK Metcalf WR Brian Thomas Jr.,,,
3287,5004616826,bancheria (2/5),0,91.119995,DST Texans  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Aaron Jones Sr. TE Darren Waller WR Drake London WR Adonai Mitchell WR Jalen Coker,,,
3289,5007033417,bigjoshy (2/5),0,91.09999,DST Raiders  FLEX Jahmyr Gibbs QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR JuJu Smith-Schuster,,,
3290,5001387686,avonsuge (2/5),0,91.01999,DST Bengals  FLEX Xavier Worthy QB Jacoby Brissett RB Omarion Hampton RB Kenneth Gainwell TE Trey McBride WR Amon-Ra St. Brown WR Drake London WR Hollywood Brown,,,
3291,5006959172,uhhuhbro (4/5),0,91,DST Chiefs  FLEX Bijan Robinson QB Gardner Minshew II RB RJ Harvey RB Quinshon Judkins TE Jake Ferguson WR Amon-Ra St. Brown WR Xavier Worthy WR Hollywood Brown,,,
3291,5007136103,philroffi (1/5),0,90.99999,DST Texans  FLEX Oronde Gadsden II QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Mike Evans WR Adonai Mitchell WR Xavier Worthy,,,
3291,5007579530,aweiderspon2 (2/3),0,90.99999,DST Jets  FLEX Evan Engram QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Travis Kelce WR Ja'Marr Chase WR Jakobi Meyers WR Xavier Worthy,,,
3294,5007426485,jugo35,0,90.9,DST Texans  FLEX Dalton Kincaid QB Josh Allen RB De'Von Achane RB Chase Brown TE Darren Waller WR Drake London WR Khalil Shakir WR Isaiah Bond,,,
3294,5007582707,Bonuscash (1/5),0,90.9,DST Texans  FLEX DK Metcalf QB Quinn Ewers RB De'Von Achane RB Audric Estime TE Darren Waller WR Amon-Ra St. Brown WR Justin Jefferson WR Adonai Mitchell,,,
3294,5002068411,no00358,0,90.899994,DST Bengals  FLEX Evan Engram QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3294,5007525368,sgermani (1/5),0,90.899994,DST Bengals  FLEX Evan Engram QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3298,5004366943,SportsGambler2020 (2/5),0,90.8,DST Broncos  FLEX Cade Otton QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Juwan Johnson WR Nico Collins WR DK Metcalf WR Xavier Worthy,,,
3298,5006756019,6picks (3/5),0,90.799995,DST Texans  FLEX Michael Wilson QB Gardner Minshew II RB Jahmyr Gibbs RB Kenneth Gainwell TE Travis Kelce WR Drake London WR Xavier Worthy WR Hollywood Brown,,,
3298,5007799037,rstrick33 (2/3),0,90.79999,DST Texans  FLEX Jahmyr Gibbs QB Gardner Minshew II RB De'Von Achane RB Omarion Hampton TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Hollywood Brown,,,
3301,5008145798,rebel81,0,90.73999,DST Broncos  FLEX Jawhar Jordan QB Aaron Rodgers RB Jahmyr Gibbs RB Jordan Mason TE Oronde Gadsden II WR Nico Collins WR Justin Jefferson WR DK Metcalf,,,
3302,5008170128,swashington (1/2),0,90.72,DST Bills  FLEX CeeDee Lamb QB Jaxson Dart RB Bucky Irving RB Tyrone Tracy Jr. TE Juwan Johnson WR Wan'Dale Robinson WR DK Metcalf WR Quentin Johnston,,,
3302,5006966298,nawada (5/5),0,90.71999,DST Texans  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Bucky Irving TE Darren Waller WR Michael Wilson WR Jayden Higgins WR Marquez Valdes-Scantling,,,
3302,5007799207,taxnetusa11 (4/4),0,90.71999,DST Chiefs  FLEX Darren Waller QB Jacoby Brissett RB Kenneth Gainwell RB Audric Estime TE Trey McBride WR Drake London WR Michael Wilson WR Mike Evans,,,
3305,5007698338,Taxman8 (5/5),0,90.619995,DST Texans  FLEX Jalen Coker QB J.J. McCarthy RB Quinshon Judkins RB Omarion Hampton TE T.J. Hockenson WR Amon-Ra St. Brown WR Nico Collins WR Justin Jefferson,,,
3306,5007090745,epp262626 (2/5),0,90.6,DST Bengals  FLEX Bucky Irving QB Gardner Minshew II RB Jahmyr Gibbs RB Javonte Williams TE Harold Fannin Jr. WR Michael Wilson WR DK Metcalf WR Xavier Worthy,,,
3307,5006786256,MarcM85 (1/5),0,90.399994,DST Texans  FLEX Jawhar Jordan QB Gardner Minshew II RB De'Von Achane RB James Cook III TE Travis Kelce WR Drake London WR Xavier Worthy WR Hollywood Brown,,,
3308,5007060506,KingintheNorthSKOL (3/5),0,90.299995,DST Broncos  FLEX Darren Waller QB Gardner Minshew II RB Jahmyr Gibbs RB James Cook III TE Travis Kelce WR Drake London WR Michael Wilson WR Hollywood Brown,,,
3308,5008151892,odawg2121 (1/5),0,90.299995,DST Vikings  FLEX Jahmyr Gibbs QB Gardner Minshew II RB RJ Harvey RB Michael Carter TE Travis Kelce WR Amon-Ra St. Brown WR Keenan Allen WR Xavier Worthy,,,
3310,5007341395,Jazzraz (1/5),0,90.28,DST Browns  FLEX DK Metcalf QB C.J. Stroud RB Jahmyr Gibbs RB Quinshon Judkins TE Dalton Schultz WR Nico Collins WR Wan'Dale Robinson WR Xavier Worthy,,,
3311,5005409554,patriots122436 (1/5),0,90.19999,DST Browns  FLEX Jahmyr Gibbs QB Gardner Minshew II RB De'Von Achane RB Omarion Hampton TE Travis Kelce WR Mike Evans WR Jalen Coker WR Xavier Worthy,,,
3311,5007051454,tical1994,0,90.19999,DST Vikings  FLEX Darnell Washington QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Hollywood Brown,,,
3313,5007060504,KingintheNorthSKOL (1/5),0,90.12,DST Saints  FLEX Amon-Ra St. Brown QB Jaxson Dart RB RJ Harvey RB Quinshon Judkins TE Darren Waller WR Wan'Dale Robinson WR Justin Jefferson WR Darius Slayton,,,
3313,5007415636,dizzytbaby,0,90.119995,DST Chargers  FLEX Bijan Robinson QB Jaxson Dart RB De'Von Achane RB Audric Estime TE Dawson Knox WR Jameson Williams WR Troy Franklin WR Xavier Worthy,,,
3315,5002161491,zspeer131 (2/5),0,90.09999,DST Texans  FLEX Jahmyr Gibbs QB Gardner Minshew II RB Bijan Robinson RB Michael Carter TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Jayden Higgins,,,
3316,5006887998,smk1983 (3/5),0,90.02,DST Vikings  FLEX Trey McBride QB Jacoby Brissett RB Javonte Williams RB RJ Harvey TE Darren Waller WR Amon-Ra St. Brown WR DK Metcalf WR Jalen Coker,,,
3317,5006942830,nawada (1/5),0,89.82,DST Texans  FLEX Travis Kelce QB Jaxson Dart RB De'Von Achane RB Aaron Jones Sr. TE Harold Fannin Jr. WR Wan'Dale Robinson WR Justin Jefferson WR Jalen Coker,,,
3317,5006719572,thewease (5/5),0,89.81999,DST Chiefs  FLEX Aaron Jones Sr. QB Jacoby Brissett RB Bijan Robinson RB Kareem Hunt TE Trey McBride WR Michael Wilson WR Xavier Worthy WR Adam Thielen,,,
3319,5007096996,james.walsh (1/5),0,89.79999,DST Jets  FLEX Bijan Robinson QB Gardner Minshew II RB De'Von Achane RB Audric Estime TE Travis Kelce WR Mike Evans WR DK Metcalf WR Xavier Worthy,,,
3320,5007099249,Fabjayowe (3/5),0,89.71999,DST Broncos  FLEX Kyle Pitts Sr. QB Jacoby Brissett RB De'Von Achane RB Jawhar Jordan TE Travis Kelce WR Michael Wilson WR Marvin Harrison Jr. WR DK Metcalf,,,
3321,5006769319,InDEZpickables (1/5),0,89.7,DST Giants  FLEX Mike Evans QB Gardner Minshew II RB Jahmyr Gibbs RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR Xavier Worthy WR Chimere Dike,,,
3322,5004509282,zokin (3/5),0,89.62,DST Bengals  FLEX Michael Carter QB Jacoby Brissett RB James Cook III RB Breece Hall TE Travis Kelce WR Drake London WR Michael Wilson WR Adonai Mitchell,,,
3322,5000599980,sdoyle8448 (3/5),0,89.619995,DST Bills  FLEX DK Metcalf QB Jaxson Dart RB James Cook III RB Aaron Jones Sr. TE Theo Johnson WR Jameson Williams WR Wan'Dale Robinson WR Justin Jefferson,,,
3322,5003319810,tsquared430 (2/3),0,89.619995,DST Cardinals  FLEX Kenneth Gainwell QB Jaxson Dart RB Javonte Williams RB Omarion Hampton TE Trey McBride WR Jameson Williams WR Justin Jefferson WR Darius Slayton,,,
3322,5007494829,Trok1 (5/5),0,89.619995,DST Texans  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Darren Waller WR Drake London WR Xavier Worthy WR Hollywood Brown,,,
3326,5007712269,BillyHoyle227 (2/5),0,89.6,DST Jets  FLEX Audric Estime QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Darren Waller WR Amon-Ra St. Brown WR Adonai Mitchell WR Xavier Worthy,,,
3327,5006913503,bradytebo2 (2/5),0,89.52,DST Jets  FLEX Amon-Ra St. Brown QB J.J. McCarthy RB Jahmyr Gibbs RB Aaron Jones Sr. TE T.J. Hockenson WR Nico Collins WR Justin Jefferson WR Xavier Worthy,,,
3327,5007306671,webstersq,0,89.51999,DST Texans  FLEX Jahmyr Gibbs QB J.J. McCarthy RB Bucky Irving RB Audric Estime TE T.J. Hockenson WR Nico Collins WR Justin Jefferson WR Xavier Worthy,,,
3329,5006665668,tscrizzle,0,89.41999,DST Titans  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Rico Dowdle TE Theo Johnson WR Mike Evans WR DK Metcalf WR Jalen Coker,,,
3330,5006927020,harrage24 (1/5),0,89.399994,DST Bills  FLEX Jahmyr Gibbs QB Gardner Minshew II RB Bijan Robinson RB Javonte Williams TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Hollywood Brown,,,
3330,5007567989,dbaggot3 (1/3),0,89.399994,DST Bills  FLEX Harold Fannin Jr. QB Gardner Minshew II RB Bijan Robinson RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR Adonai Mitchell WR Xavier Worthy,,,
3332,5008114105,bbrig17 (1/5),0,89.32,DST Bills  FLEX Kenneth Gainwell QB Jaxson Dart RB Jahmyr Gibbs RB Aaron Jones Sr. TE Theo Johnson WR Nico Collins WR Wan'Dale Robinson WR Adonai Mitchell,,,
3333,5001883819,bpr89 (3/5),0,89.299995,DST Texans  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB Jahmyr Gibbs RB Bucky Irving TE Darren Waller WR Tetairoa McMillan WR Xavier Worthy WR Hollywood Brown,,,
3334,5006412634,psunmin (2/5),0,89.21999,DST Jets  FLEX Darnell Washington QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Trey McBride WR Drake London WR Michael Wilson WR Xavier Worthy,,,
3335,5007400016,rayofhope (3/5),0,89.18,DST Texans  FLEX Dalton Schultz QB C.J. Stroud RB Javonte Williams RB Breece Hall TE Juwan Johnson WR Amon-Ra St. Brown WR Nico Collins WR John Metchie III,,,
3335,5007798570,burgaod (3/4),0,89.18,DST Jaguars  FLEX Pat Freiermuth QB Kirk Cousins RB De'Von Achane RB Jahmyr Gibbs TE Trey McBride WR Drake London WR Darnell Mooney WR Jalen Nailor,,,
3337,5007799036,rstrick33 (1/3),0,89.1,DST Broncos  FLEX Travis Kelce QB Quinn Ewers RB De'Von Achane RB Michael Carter TE Darren Waller WR Ja'Marr Chase WR Jameson Williams WR DK Metcalf,,,
3337,5006590032,MTD24 (2/5),0,89.09999,DST Broncos  FLEX Jayden Higgins QB Gardner Minshew II RB Bijan Robinson RB Kenneth Gainwell TE Trey McBride WR Amon-Ra St. Brown WR Xavier Worthy WR Hollywood Brown,,,
3337,5006881971,Grandplans,0,89.09999,DST Texans  FLEX Greg Dulcich QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Amon-Ra St. Brown WR Xavier Worthy WR Hollywood Brown,,,
3337,5007309690,skyler_grafton (4/5),0,89.09999,DST Jets  FLEX DK Metcalf QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Darren Waller WR Amon-Ra St. Brown WR Xavier Worthy WR Hollywood Brown,,,
3341,5007472796,SICKHEMI (3/5),0,89.01999,DST Texans  FLEX Trey McBride QB J.J. McCarthy RB Michael Carter RB Aaron Jones Sr. TE T.J. Hockenson WR Ja'Marr Chase WR Justin Jefferson WR Jordan Addison,,,
3342,5006854824,Biggins888 (3/5),0,88.92,DST Jets  FLEX Jakobi Meyers QB Jaxson Dart RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR Wan'Dale Robinson WR Justin Jefferson WR Darius Slayton,,,
3343,5004451635,imartell22 (3/5),0,88.84,DST Bengals  FLEX Jonnu Smith QB Aaron Rodgers RB Jahmyr Gibbs RB Aaron Jones Sr. TE Oronde Gadsden II WR Amon-Ra St. Brown WR CeeDee Lamb WR DK Metcalf,,,
3344,5001600120,squatman2008 (2/5),0,88.81999,DST Texans  FLEX Travis Kelce QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Trey McBride WR DK Metcalf WR Adonai Mitchell WR Xavier Worthy,,,
3344,5005981641,ahayet1 (1/5),0,88.81999,DST Giants  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Jameson Williams WR DK Metcalf WR Darnell Mooney,,,
3346,5007336899,thedude04005 (1/2),0,88.6,DST Jets  FLEX Nico Collins QB Gardner Minshew II RB De'Von Achane RB Audric Estime TE Brenton Strange WR Ladd McConkey WR Justin Jefferson WR Emeka Egbuka,,,
3346,5001883817,bpr89 (1/5),0,88.59999,DST Texans  FLEX Jameson Williams QB Gardner Minshew II RB Jahmyr Gibbs RB Bucky Irving TE Travis Kelce WR Tetairoa McMillan WR DK Metcalf WR Hollywood Brown,,,
3346,5007582158,On2PlanB (1/2),0,88.59999,DST Raiders  FLEX Oronde Gadsden II QB Gardner Minshew II RB Bijan Robinson RB James Cook III TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
